minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
255,2,2016,1000,Dues,Purchase of Services,Mayor-office of the Inspector General,General Operating Fund
256,2,2016,10000,Seminar and Training Sessions,Purchase of Services,Mayor-office of the Inspector General,General Operating Fund
260,2,2016,500,Repair and Maintenance Charges,Purchase of Services,Mayor-office of the Inspector General,General Operating Fund
282,2,2016,4729,Rent/lease-purchase Computer Equip,Purchase of Services,Mayor-office of the Inspector General,General Operating Fund
320,3,2016,2925,Office Materials and Supplies,Materials and Supplies,Mayor-office of the Inspector General,General Operating Fund
325,3,2016,200,Printing,Materials and Supplies,Mayor-office of the Inspector General,General Operating Fund
420,4,2016,600,Office Equipment,Equipment,Mayor-office of the Inspector General,General Operating Fund
427,4,2016,1500,Computer Equipment & Peripherals,Equipment,Mayor-office of the Inspector General,General Operating Fund
101,1,2016,514768,Perm Full Time-civilian,Personal Services,Mayor-office of Sustainability,General Operating Fund
121,1,2016,23211,Temporary Seasonal,Personal Services,Mayor-office of Sustainability,General Operating Fund
211,2,2016,6000,Transportation,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
216,2,2016,30000,Commercial Off-shelf Comp Software,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
240,2,2016,2500,Advertising/promotional Activities,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
250,2,2016,210708,Professional Consult/spec Services,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
255,2,2016,10000,Dues,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
256,2,2016,8999,Seminar and Training Sessions,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
266,2,2016,5121,Maint/support-computr Hardware/soft,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
282,2,2016,2926,Rent/lease-purchase Computer Equip,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
284,2,2016,903,Ground and Building Rental,Purchase of Services,Mayor-office of Sustainability,General Operating Fund
299,2,2016,2351,Other Expenses (not Othrwse Clssfd),Purchase of Services,Mayor-office of Sustainability,General Operating Fund
320,3,2016,329,Office Materials and Supplies,Materials and Supplies,Mayor-office of Sustainability,General Operating Fund
325,3,2016,12964,Printing,Materials and Supplies,Mayor-office of Sustainability,General Operating Fund
399,3,2016,627,Other Materials and Supplies (noc),Materials and Supplies,Mayor-office of Sustainability,General Operating Fund
427,4,2016,1362,Computer Equipment & Peripherals,Equipment,Mayor-office of Sustainability,General Operating Fund
430,4,2016,514,Furniture and Furnishings,Equipment,Mayor-office of Sustainability,General Operating Fund
499,4,2016,2044,Other Equipment (noc),Equipment,Mayor-office of Sustainability,General Operating Fund
101,1,2016,485020,Perm Full Time-civilian,Personal Services,Mayors Office-mural Arts Program,General Operating Fund
161,1,2016,5381,Overtime Civilian,Personal Services,Mayors Office-mural Arts Program,General Operating Fund
250,2,2016,1155615,Professional Consult/spec Services,Purchase of Services,Mayors Office-mural Arts Program,General Operating Fund
100,1,2016,66539,Salary Control,Personal Services,City Planning Commission,General Operating Fund
101,1,2016,2239995,Perm Full Time-civilian,Personal Services,City Planning Commission,General Operating Fund
131,1,2016,3000,Board,Personal Services,City Planning Commission,General Operating Fund
205,2,2016,200,Refuse/garbage/silt/sludge Removal,Purchase of Services,City Planning Commission,General Operating Fund
210,2,2016,500,Postage,Purchase of Services,City Planning Commission,General Operating Fund
211,2,2016,15000,Transportation,Purchase of Services,City Planning Commission,General Operating Fund
230,2,2016,4000,Meals-non-travel & Officl Entertain,Purchase of Services,City Planning Commission,General Operating Fund
250,2,2016,85000,Professional Consult/spec Services,Purchase of Services,City Planning Commission,General Operating Fund
255,2,2016,2500,Dues,Purchase of Services,City Planning Commission,General Operating Fund
256,2,2016,16392,Seminar and Training Sessions,Purchase of Services,City Planning Commission,General Operating Fund
258,2,2016,1000,Court Reporters,Purchase of Services,City Planning Commission,General Operating Fund
285,2,2016,30000,Rents,Purchase of Services,City Planning Commission,General Operating Fund
304,3,2016,1000,Books and Other Publications,Materials and Supplies,City Planning Commission,General Operating Fund
320,3,2016,7500,Office Materials and Supplies,Materials and Supplies,City Planning Commission,General Operating Fund
324,3,2016,8824,"Precision, Photographic and Artists",Materials and Supplies,City Planning Commission,General Operating Fund
325,3,2016,8328,Printing,Materials and Supplies,City Planning Commission,General Operating Fund
427,4,2016,15000,Computer Equipment & Peripherals,Equipment,City Planning Commission,General Operating Fund
100,1,2016,356573,Salary Control,Personal Services,Free Library,General Operating Fund
101,1,2016,30996704,Perm Full Time-civilian,Personal Services,Free Library,General Operating Fund
111,1,2016,1284511,Perm Part Time,Personal Services,Free Library,General Operating Fund
121,1,2016,1555315,Temporary Seasonal,Personal Services,Free Library,General Operating Fund
161,1,2016,1219125,Overtime Civilian,Personal Services,Free Library,General Operating Fund
171,1,2016,9078,"Holiday ""g""(2/3 Shifts)",Personal Services,Free Library,General Operating Fund
201,2,2016,17911,Cleaning and Laundering,Purchase of Services,Free Library,General Operating Fund
202,2,2016,2155,Janitorial Services,Purchase of Services,Free Library,General Operating Fund
209,2,2016,1067570,Telephone,Purchase of Services,Free Library,General Operating Fund
211,2,2016,4943,Transportation,Purchase of Services,Free Library,General Operating Fund
216,2,2016,46317,Commercial Off-shelf Comp Software,Purchase of Services,Free Library,General Operating Fund
230,2,2016,19177,Meals-non-travel & Officl Entertain,Purchase of Services,Free Library,General Operating Fund
250,2,2016,219805,Professional Consult/spec Services,Purchase of Services,Free Library,General Operating Fund
255,2,2016,1250,Dues,Purchase of Services,Free Library,General Operating Fund
256,2,2016,885,Seminar and Training Sessions,Purchase of Services,Free Library,General Operating Fund
260,2,2016,642372,Repair and Maintenance Charges,Purchase of Services,Free Library,General Operating Fund
266,2,2016,284862,Maint/support-computr Hardware/soft,Purchase of Services,Free Library,General Operating Fund
285,2,2016,16830,Rents,Purchase of Services,Free Library,General Operating Fund
305,3,2016,30008,Building and Construction,Materials and Supplies,Free Library,General Operating Fund
306,3,2016,2001589,Library Materials,Materials and Supplies,Free Library,General Operating Fund
308,3,2016,7093,Dry Goods/notions/wearing Apparel,Materials and Supplies,Free Library,General Operating Fund
310,3,2016,12400,Electrical and Communication,Materials and Supplies,Free Library,General Operating Fund
316,3,2016,14418,General Hardware and Minor Tools,Materials and Supplies,Free Library,General Operating Fund
317,3,2016,4340,Hospital and Laboratory,Materials and Supplies,Free Library,General Operating Fund
318,3,2016,61294,"Janitorial, Laundry and Household",Materials and Supplies,Free Library,General Operating Fund
320,3,2016,81278,Office Materials and Supplies,Materials and Supplies,Free Library,General Operating Fund
324,3,2016,10855,"Precision, Photographic and Artists",Materials and Supplies,Free Library,General Operating Fund
325,3,2016,16340,Printing,Materials and Supplies,Free Library,General Operating Fund
411,4,2016,12860,General Equipment and Machinery,Equipment,Free Library,General Operating Fund
418,4,2016,1712,Janitorial and Laundry,Equipment,Free Library,General Operating Fund
423,4,2016,1415,Plumbing/air Conditioning/space Htg,Equipment,Free Library,General Operating Fund
427,4,2016,20892,Computer Equipment & Peripherals,Equipment,Free Library,General Operating Fund
430,4,2016,18934,Furniture and Furnishings,Equipment,Free Library,General Operating Fund
100,1,2016,70000,Salary Control,Personal Services,Commission on Human Relations,General Operating Fund
101,1,2016,1979408,Perm Full Time-civilian,Personal Services,Commission on Human Relations,General Operating Fund
131,1,2016,50000,Board,Personal Services,Commission on Human Relations,General Operating Fund
209,2,2016,1500,Telephone,Purchase of Services,Commission on Human Relations,General Operating Fund
210,2,2016,50,Postage,Purchase of Services,Commission on Human Relations,General Operating Fund
211,2,2016,3250,Transportation,Purchase of Services,Commission on Human Relations,General Operating Fund
230,2,2016,500,Meals-non-travel & Officl Entertain,Purchase of Services,Commission on Human Relations,General Operating Fund
250,2,2016,3500,Professional Consult/spec Services,Purchase of Services,Commission on Human Relations,General Operating Fund
255,2,2016,1000,Dues,Purchase of Services,Commission on Human Relations,General Operating Fund
256,2,2016,4357,Seminar and Training Sessions,Purchase of Services,Commission on Human Relations,General Operating Fund
258,2,2016,15500,Court Reporters,Purchase of Services,Commission on Human Relations,General Operating Fund
260,2,2016,5000,Repair and Maintenance Charges,Purchase of Services,Commission on Human Relations,General Operating Fund
304,3,2016,1000,Books and Other Publications,Materials and Supplies,Commission on Human Relations,General Operating Fund
320,3,2016,10731,Office Materials and Supplies,Materials and Supplies,Commission on Human Relations,General Operating Fund
325,3,2016,1000,Printing,Materials and Supplies,Commission on Human Relations,General Operating Fund
420,4,2016,300,Office Equipment,Equipment,Commission on Human Relations,General Operating Fund
101,1,2016,98918,Perm Full Time-civilian,Personal Services,Civil Service Commission,General Operating Fund
131,1,2016,48425,Board,Personal Services,Civil Service Commission,General Operating Fund
250,2,2016,29500,Professional Consult/spec Services,Purchase of Services,Civil Service Commission,General Operating Fund
320,3,2016,375,Office Materials and Supplies,Materials and Supplies,Civil Service Commission,General Operating Fund
325,3,2016,125,Printing,Materials and Supplies,Civil Service Commission,General Operating Fund
427,4,2016,594,Computer Equipment & Peripherals,Equipment,Civil Service Commission,General Operating Fund
100,1,2016,79576,Salary Control,Personal Services,Personnel,General Operating Fund
101,1,2016,5164745,Perm Full Time-civilian,Personal Services,Personnel,General Operating Fund
121,1,2016,110000,Temporary Seasonal,Personal Services,Personnel,General Operating Fund
161,1,2016,45300,Overtime Civilian,Personal Services,Personnel,General Operating Fund
210,2,2016,25000,Postage,Purchase of Services,Personnel,General Operating Fund
211,2,2016,237800,Transportation,Purchase of Services,Personnel,General Operating Fund
230,2,2016,5000,Meals-non-travel & Officl Entertain,Purchase of Services,Personnel,General Operating Fund
240,2,2016,13000,Advertising/promotional Activities,Purchase of Services,Personnel,General Operating Fund
250,2,2016,570275,Professional Consult/spec Services,Purchase of Services,Personnel,General Operating Fund
255,2,2016,22860,Dues,Purchase of Services,Personnel,General Operating Fund
256,2,2016,30500,Seminar and Training Sessions,Purchase of Services,Personnel,General Operating Fund
260,2,2016,15700,Repair and Maintenance Charges,Purchase of Services,Personnel,General Operating Fund
285,2,2016,43330,Rents,Purchase of Services,Personnel,General Operating Fund
299,2,2016,605,Other Expenses (not Othrwse Clssfd),Purchase of Services,Personnel,General Operating Fund
304,3,2016,14352,Books and Other Publications,Materials and Supplies,Personnel,General Operating Fund
307,3,2016,500,Chemicals and Gases,Materials and Supplies,Personnel,General Operating Fund
317,3,2016,18500,Hospital and Laboratory,Materials and Supplies,Personnel,General Operating Fund
320,3,2016,19600,Office Materials and Supplies,Materials and Supplies,Personnel,General Operating Fund
324,3,2016,5330,"Precision, Photographic and Artists",Materials and Supplies,Personnel,General Operating Fund
325,3,2016,7300,Printing,Materials and Supplies,Personnel,General Operating Fund
420,4,2016,4350,Office Equipment,Equipment,Personnel,General Operating Fund
101,1,2016,312767,Perm Full Time-civilian,Personal Services,Office of Arts & Culture,General Operating Fund
210,2,2016,334,Postage,Purchase of Services,Office of Arts & Culture,General Operating Fund
230,2,2016,1504,Meals-non-travel & Officl Entertain,Purchase of Services,Office of Arts & Culture,General Operating Fund
250,2,2016,479400,Professional Consult/spec Services,Purchase of Services,Office of Arts & Culture,General Operating Fund
255,2,2016,400,Dues,Purchase of Services,Office of Arts & Culture,General Operating Fund
260,2,2016,762,Repair and Maintenance Charges,Purchase of Services,Office of Arts & Culture,General Operating Fund
320,3,2016,7000,Office Materials and Supplies,Materials and Supplies,Office of Arts & Culture,General Operating Fund
505,5,2016,230688,Contributions-ed & Non-prof Rec Org,"Contributions, Indemnities, Refunds, Taxes",Office of Arts & Culture,General Operating Fund
517,5,2016,3140000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Office of Arts & Culture,General Operating Fund
100,1,2016,50000,Salary Control,Personal Services,Office of Property Assessments,General Operating Fund
101,1,2016,10274420,Perm Full Time-civilian,Personal Services,Office of Property Assessments,General Operating Fund
121,1,2016,50000,Temporary Seasonal,Personal Services,Office of Property Assessments,General Operating Fund
161,1,2016,50000,Overtime Civilian,Personal Services,Office of Property Assessments,General Operating Fund
205,2,2016,5000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Office of Property Assessments,General Operating Fund
210,2,2016,174248,Postage,Purchase of Services,Office of Property Assessments,General Operating Fund
211,2,2016,20000,Transportation,Purchase of Services,Office of Property Assessments,General Operating Fund
240,2,2016,500,Advertising/promotional Activities,Purchase of Services,Office of Property Assessments,General Operating Fund
250,2,2016,1723378,Professional Consult/spec Services,Purchase of Services,Office of Property Assessments,General Operating Fund
251,2,2016,15000,Information Technology-prof Service,Purchase of Services,Office of Property Assessments,General Operating Fund
255,2,2016,45000,Dues,Purchase of Services,Office of Property Assessments,General Operating Fund
256,2,2016,50000,Seminar and Training Sessions,Purchase of Services,Office of Property Assessments,General Operating Fund
258,2,2016,10000,Court Reporters,Purchase of Services,Office of Property Assessments,General Operating Fund
260,2,2016,25000,Repair and Maintenance Charges,Purchase of Services,Office of Property Assessments,General Operating Fund
284,2,2016,10000,Ground and Building Rental,Purchase of Services,Office of Property Assessments,General Operating Fund
304,3,2016,16000,Books and Other Publications,Materials and Supplies,Office of Property Assessments,General Operating Fund
313,3,2016,100,Food,Materials and Supplies,Office of Property Assessments,General Operating Fund
316,3,2016,100,General Hardware and Minor Tools,Materials and Supplies,Office of Property Assessments,General Operating Fund
320,3,2016,53000,Office Materials and Supplies,Materials and Supplies,Office of Property Assessments,General Operating Fund
324,3,2016,66068,"Precision, Photographic and Artists",Materials and Supplies,Office of Property Assessments,General Operating Fund
325,3,2016,581332,Printing,Materials and Supplies,Office of Property Assessments,General Operating Fund
420,4,2016,16000,Office Equipment,Equipment,Office of Property Assessments,General Operating Fund
430,4,2016,50000,Furniture and Furnishings,Equipment,Office of Property Assessments,General Operating Fund
100,1,2016,15000,Salary Control,Personal Services,City Controller,General Operating Fund
101,1,2016,7624840,Perm Full Time-civilian,Personal Services,City Controller,General Operating Fund
111,1,2016,24960,Perm Part Time,Personal Services,City Controller,General Operating Fund
121,1,2016,25000,Temporary Seasonal,Personal Services,City Controller,General Operating Fund
161,1,2016,50000,Overtime Civilian,Personal Services,City Controller,General Operating Fund
210,2,2016,500,Postage,Purchase of Services,City Controller,General Operating Fund
211,2,2016,1600,Transportation,Purchase of Services,City Controller,General Operating Fund
215,2,2016,206,Licenses Permits Inspection Charges,Purchase of Services,City Controller,General Operating Fund
230,2,2016,1050,Meals-non-travel & Officl Entertain,Purchase of Services,City Controller,General Operating Fund
250,2,2016,136000,Professional Consult/spec Services,Purchase of Services,City Controller,General Operating Fund
251,2,2016,76000,Information Technology-prof Service,Purchase of Services,City Controller,General Operating Fund
252,2,2016,229094,Accounting and Auditing Services,Purchase of Services,City Controller,General Operating Fund
255,2,2016,7000,Dues,Purchase of Services,City Controller,General Operating Fund
256,2,2016,33000,Seminar and Training Sessions,Purchase of Services,City Controller,General Operating Fund
266,2,2016,13000,Maint/support-computr Hardware/soft,Purchase of Services,City Controller,General Operating Fund
320,3,2016,15000,Office Materials and Supplies,Materials and Supplies,City Controller,General Operating Fund
420,4,2016,10000,Office Equipment,Equipment,City Controller,General Operating Fund
101,1,2016,792747,Perm Full Time-civilian,Personal Services,Board of Revision of Taxes,General Operating Fund
121,1,2016,26880,Temporary Seasonal,Personal Services,Board of Revision of Taxes,General Operating Fund
240,2,2016,100,Advertising/promotional Activities,Purchase of Services,Board of Revision of Taxes,General Operating Fund
258,2,2016,11860,Court Reporters,Purchase of Services,Board of Revision of Taxes,General Operating Fund
260,2,2016,3200,Repair and Maintenance Charges,Purchase of Services,Board of Revision of Taxes,General Operating Fund
286,2,2016,5040,Rental of Parking Spaces,Purchase of Services,Board of Revision of Taxes,General Operating Fund
304,3,2016,1000,Books and Other Publications,Materials and Supplies,Board of Revision of Taxes,General Operating Fund
320,3,2016,5727,Office Materials and Supplies,Materials and Supplies,Board of Revision of Taxes,General Operating Fund
324,3,2016,1000,"Precision, Photographic and Artists",Materials and Supplies,Board of Revision of Taxes,General Operating Fund
325,3,2016,1000,Printing,Materials and Supplies,Board of Revision of Taxes,General Operating Fund
499,4,2016,1755000,Other Equipment (noc),Equipment,Streets,Grants Revenue Fund
420,4,2016,5000,Office Equipment,Equipment,Board of Revision of Taxes,General Operating Fund
427,4,2016,1000,Computer Equipment & Peripherals,Equipment,Board of Revision of Taxes,General Operating Fund
430,4,2016,1000,Furniture and Furnishings,Equipment,Board of Revision of Taxes,General Operating Fund
100,1,2016,20000,Salary Control,Personal Services,Register of Wills,General Operating Fund
101,1,2016,3238934,Perm Full Time-civilian,Personal Services,Register of Wills,General Operating Fund
111,1,2016,109065,Perm Part Time,Personal Services,Register of Wills,General Operating Fund
121,1,2016,45500,Temporary Seasonal,Personal Services,Register of Wills,General Operating Fund
209,2,2016,450,Telephone,Purchase of Services,Register of Wills,General Operating Fund
210,2,2016,15300,Postage,Purchase of Services,Register of Wills,General Operating Fund
211,2,2016,1800,Transportation,Purchase of Services,Register of Wills,General Operating Fund
251,2,2016,2558,Information Technology-prof Service,Purchase of Services,Register of Wills,General Operating Fund
260,2,2016,50369,Repair and Maintenance Charges,Purchase of Services,Register of Wills,General Operating Fund
285,2,2016,5009,Rents,Purchase of Services,Register of Wills,General Operating Fund
320,3,2016,18000,Office Materials and Supplies,Materials and Supplies,Register of Wills,General Operating Fund
325,3,2016,5850,Printing,Materials and Supplies,Register of Wills,General Operating Fund
420,4,2016,900,Office Equipment,Equipment,Register of Wills,General Operating Fund
427,4,2016,8460,Computer Equipment & Peripherals,Equipment,Register of Wills,General Operating Fund
100,1,2016,319000,Salary Control,Personal Services,District Attorney,General Operating Fund
101,1,2016,29331607,Perm Full Time-civilian,Personal Services,District Attorney,General Operating Fund
105,1,2016,2215631,Perm Full Time-uniform,Personal Services,District Attorney,General Operating Fund
109,1,2016,75000,Plus/minus Gross Adj,Personal Services,District Attorney,General Operating Fund
110,1,2016,158000,Uniform Stress Pay,Personal Services,District Attorney,General Operating Fund
111,1,2016,81283,Perm Part Time,Personal Services,District Attorney,General Operating Fund
121,1,2016,30000,Temporary Seasonal,Personal Services,District Attorney,General Operating Fund
161,1,2016,3000,Overtime Civilian,Personal Services,District Attorney,General Operating Fund
165,1,2016,155000,Overtime Shift Uniform,Personal Services,District Attorney,General Operating Fund
175,1,2016,121500,Holiday Pay-annual,Personal Services,District Attorney,General Operating Fund
201,2,2016,23000,Cleaning and Laundering,Purchase of Services,District Attorney,General Operating Fund
209,2,2016,20000,Telephone,Purchase of Services,District Attorney,General Operating Fund
210,2,2016,110000,Postage,Purchase of Services,District Attorney,General Operating Fund
211,2,2016,128250,Transportation,Purchase of Services,District Attorney,General Operating Fund
216,2,2016,130000,Commercial Off-shelf Comp Software,Purchase of Services,District Attorney,General Operating Fund
231,2,2016,2500,Overtime Meals,Purchase of Services,District Attorney,General Operating Fund
240,2,2016,1000,Advertising/promotional Activities,Purchase of Services,District Attorney,General Operating Fund
250,2,2016,1734466,Professional Consult/spec Services,Purchase of Services,District Attorney,General Operating Fund
255,2,2016,5000,Dues,Purchase of Services,District Attorney,General Operating Fund
256,2,2016,6032,Seminar and Training Sessions,Purchase of Services,District Attorney,General Operating Fund
260,2,2016,75000,Repair and Maintenance Charges,Purchase of Services,District Attorney,General Operating Fund
266,2,2016,117000,Maint/support-computr Hardware/soft,Purchase of Services,District Attorney,General Operating Fund
285,2,2016,27500,Rents,Purchase of Services,District Attorney,General Operating Fund
299,2,2016,87424,Other Expenses (not Othrwse Clssfd),Purchase of Services,District Attorney,General Operating Fund
304,3,2016,5000,Books and Other Publications,Materials and Supplies,District Attorney,General Operating Fund
308,3,2016,27600,Dry Goods/notions/wearing Apparel,Materials and Supplies,District Attorney,General Operating Fund
320,3,2016,333005,Office Materials and Supplies,Materials and Supplies,District Attorney,General Operating Fund
323,3,2016,20000,Plumbing/air Conditioning/space Htg,Materials and Supplies,District Attorney,General Operating Fund
325,3,2016,23000,Printing,Materials and Supplies,District Attorney,General Operating Fund
399,3,2016,5000,Other Materials and Supplies (noc),Materials and Supplies,District Attorney,General Operating Fund
420,4,2016,40000,Office Equipment,Equipment,District Attorney,General Operating Fund
427,4,2016,45000,Computer Equipment & Peripherals,Equipment,District Attorney,General Operating Fund
430,4,2016,21416,Furniture and Furnishings,Equipment,District Attorney,General Operating Fund
499,4,2016,5000,Other Equipment (noc),Equipment,District Attorney,General Operating Fund
100,1,2016,45000,Salary Control,Personal Services,Sheriff,General Operating Fund
101,1,2016,15618888,Perm Full Time-civilian,Personal Services,Sheriff,General Operating Fund
121,1,2016,50000,Temporary Seasonal,Personal Services,Sheriff,General Operating Fund
161,1,2016,2276185,Overtime Civilian,Personal Services,Sheriff,General Operating Fund
171,1,2016,50000,"Holiday ""g""(2/3 Shifts)",Personal Services,Sheriff,General Operating Fund
201,2,2016,145000,Cleaning and Laundering,Purchase of Services,Sheriff,General Operating Fund
209,2,2016,50000,Telephone,Purchase of Services,Sheriff,General Operating Fund
211,2,2016,200000,Transportation,Purchase of Services,Sheriff,General Operating Fund
252,2,2016,38800,Accounting and Auditing Services,Purchase of Services,Sheriff,General Operating Fund
256,2,2016,45000,Seminar and Training Sessions,Purchase of Services,Sheriff,General Operating Fund
258,2,2016,5666,Court Reporters,Purchase of Services,Sheriff,General Operating Fund
260,2,2016,20000,Repair and Maintenance Charges,Purchase of Services,Sheriff,General Operating Fund
266,2,2016,50000,Maint/support-computr Hardware/soft,Purchase of Services,Sheriff,General Operating Fund
285,2,2016,18834,Rents,Purchase of Services,Sheriff,General Operating Fund
299,2,2016,141967,Other Expenses (not Othrwse Clssfd),Purchase of Services,Sheriff,General Operating Fund
304,3,2016,2000,Books and Other Publications,Materials and Supplies,Sheriff,General Operating Fund
305,3,2016,2000,Building and Construction,Materials and Supplies,Sheriff,General Operating Fund
308,3,2016,164105,Dry Goods/notions/wearing Apparel,Materials and Supplies,Sheriff,General Operating Fund
310,3,2016,4000,Electrical and Communication,Materials and Supplies,Sheriff,General Operating Fund
312,3,2016,38270,Fire Fighting and Safety,Materials and Supplies,Sheriff,General Operating Fund
320,3,2016,22000,Office Materials and Supplies,Materials and Supplies,Sheriff,General Operating Fund
324,3,2016,10000,"Precision, Photographic and Artists",Materials and Supplies,Sheriff,General Operating Fund
325,3,2016,1500,Printing,Materials and Supplies,Sheriff,General Operating Fund
345,3,2016,55000,Gasoline,Materials and Supplies,Sheriff,General Operating Fund
399,3,2016,10062,Other Materials and Supplies (noc),Materials and Supplies,Sheriff,General Operating Fund
430,4,2016,13000,Furniture and Furnishings,Equipment,Sheriff,General Operating Fund
100,1,2016,11486,Salary Control,Personal Services,City Commissioners,General Operating Fund
101,1,2016,4171336,Perm Full Time-civilian,Personal Services,City Commissioners,General Operating Fund
121,1,2016,500000,Temporary Seasonal,Personal Services,City Commissioners,General Operating Fund
161,1,2016,905223,Overtime Civilian,Personal Services,City Commissioners,General Operating Fund
171,1,2016,33256,"Holiday ""g""(2/3 Shifts)",Personal Services,City Commissioners,General Operating Fund
181,1,2016,2975,Shift,Personal Services,City Commissioners,General Operating Fund
202,2,2016,10874,Janitorial Services,Purchase of Services,City Commissioners,General Operating Fund
209,2,2016,50481,Telephone,Purchase of Services,City Commissioners,General Operating Fund
210,2,2016,150000,Postage,Purchase of Services,City Commissioners,General Operating Fund
211,2,2016,13838,Transportation,Purchase of Services,City Commissioners,General Operating Fund
250,2,2016,2316065,Professional Consult/spec Services,Purchase of Services,City Commissioners,General Operating Fund
251,2,2016,244144,Information Technology-prof Service,Purchase of Services,City Commissioners,General Operating Fund
256,2,2016,7000,Seminar and Training Sessions,Purchase of Services,City Commissioners,General Operating Fund
258,2,2016,6000,Court Reporters,Purchase of Services,City Commissioners,General Operating Fund
260,2,2016,487819,Repair and Maintenance Charges,Purchase of Services,City Commissioners,General Operating Fund
266,2,2016,30000,Maint/support-computr Hardware/soft,Purchase of Services,City Commissioners,General Operating Fund
285,2,2016,181129,Rents,Purchase of Services,City Commissioners,General Operating Fund
304,3,2016,763,Books and Other Publications,Materials and Supplies,City Commissioners,General Operating Fund
310,3,2016,5331,Electrical and Communication,Materials and Supplies,City Commissioners,General Operating Fund
316,3,2016,4700,General Hardware and Minor Tools,Materials and Supplies,City Commissioners,General Operating Fund
318,3,2016,2560,"Janitorial, Laundry and Household",Materials and Supplies,City Commissioners,General Operating Fund
320,3,2016,80730,Office Materials and Supplies,Materials and Supplies,City Commissioners,General Operating Fund
324,3,2016,20209,"Precision, Photographic and Artists",Materials and Supplies,City Commissioners,General Operating Fund
325,3,2016,364055,Printing,Materials and Supplies,City Commissioners,General Operating Fund
420,4,2016,45269,Office Equipment,Equipment,City Commissioners,General Operating Fund
427,4,2016,14500,Computer Equipment & Peripherals,Equipment,City Commissioners,General Operating Fund
430,4,2016,3500,Furniture and Furnishings,Equipment,City Commissioners,General Operating Fund
100,1,2016,1412000,Salary Control,Personal Services,1st Judicial District,General Operating Fund
101,1,2016,93342858,Perm Full Time-civilian,Personal Services,1st Judicial District,General Operating Fund
121,1,2016,2420000,Temporary Seasonal,Personal Services,1st Judicial District,General Operating Fund
161,1,2016,92000,Overtime Civilian,Personal Services,1st Judicial District,General Operating Fund
259,2,2016,755140,Arbitration Fees,Purchase of Services,1st Judicial District,General Operating Fund
275,2,2016,1542471,Juror Fees,Purchase of Services,1st Judicial District,General Operating Fund
299,2,2016,8358963,Other Expenses (not Othrwse Clssfd),Purchase of Services,1st Judicial District,General Operating Fund
399,3,2016,1870944,Other Materials and Supplies (noc),Materials and Supplies,1st Judicial District,General Operating Fund
499,4,2016,520924,Other Equipment (noc),Equipment,1st Judicial District,General Operating Fund
100,1,2016,58000,Salary Control,Personal Services,Office of Innovation & Technology,Water Operating Fund
101,1,2016,6146689,Perm Full Time-civilian,Personal Services,Office of Innovation & Technology,Water Operating Fund
161,1,2016,60600,Overtime Civilian,Personal Services,Office of Innovation & Technology,Water Operating Fund
209,2,2016,1348670,Telephone,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
216,2,2016,2940278,Commercial Off-shelf Comp Software,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
251,2,2016,9359295,Information Technology-prof Service,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
255,2,2016,4078,Dues,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
260,2,2016,64565,Repair and Maintenance Charges,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
266,2,2016,661773,Maint/support-computr Hardware/soft,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
282,2,2016,191700,Rent/lease-purchase Computer Equip,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
285,2,2016,136138,Rents,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
320,3,2016,47000,Office Materials and Supplies,Materials and Supplies,Office of Innovation & Technology,Water Operating Fund
325,3,2016,169200,Printing,Materials and Supplies,Office of Innovation & Technology,Water Operating Fund
427,4,2016,1808950,Computer Equipment & Peripherals,Equipment,Office of Innovation & Technology,Water Operating Fund
284,2,2016,4042633,Ground and Building Rental,Purchase of Services,Public Property,Water Operating Fund
101,1,2016,2439875,Perm Full Time-civilian,Personal Services,Fleet Management,Water Operating Fund
121,1,2016,40624,Temporary Seasonal,Personal Services,Fleet Management,Water Operating Fund
161,1,2016,466524,Overtime Civilian,Personal Services,Fleet Management,Water Operating Fund
171,1,2016,11014,"Holiday ""g""(2/3 Shifts)",Personal Services,Fleet Management,Water Operating Fund
181,1,2016,11280,Shift,Personal Services,Fleet Management,Water Operating Fund
201,2,2016,6000,Cleaning and Laundering,Purchase of Services,Fleet Management,Water Operating Fund
202,2,2016,56000,Janitorial Services,Purchase of Services,Fleet Management,Water Operating Fund
210,2,2016,1000,Postage,Purchase of Services,Fleet Management,Water Operating Fund
211,2,2016,1000,Transportation,Purchase of Services,Fleet Management,Water Operating Fund
