minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
260,2,2015,683531,Repair and Maintenance Charges,Purchase of Services,Free Library,General Operating Fund
266,2,2015,165384,Maint/support-computr Hardware/soft,Purchase of Services,Free Library,General Operating Fund
285,2,2015,19995,Rents,Purchase of Services,Free Library,General Operating Fund
304,3,2015,3500,Books and Other Publications,Materials and Supplies,Free Library,General Operating Fund
305,3,2015,16578,Building and Construction,Materials and Supplies,Free Library,General Operating Fund
306,3,2015,1666913,Library Materials,Materials and Supplies,Free Library,General Operating Fund
308,3,2015,10765,Dry Goods/notions/wearing Apparel,Materials and Supplies,Free Library,General Operating Fund
310,3,2015,16014,Electrical and Communication,Materials and Supplies,Free Library,General Operating Fund
312,3,2015,499,Fire Fighting and Safety,Materials and Supplies,Free Library,General Operating Fund
316,3,2015,7192,General Hardware and Minor Tools,Materials and Supplies,Free Library,General Operating Fund
317,3,2015,2971,Hospital and Laboratory,Materials and Supplies,Free Library,General Operating Fund
318,3,2015,66445,"Janitorial, Laundry and Household",Materials and Supplies,Free Library,General Operating Fund
320,3,2015,40307,Office Materials and Supplies,Materials and Supplies,Free Library,General Operating Fund
322,3,2015,51305,Small Power Tools and Hand Tools,Materials and Supplies,Free Library,General Operating Fund
323,3,2015,1107,Plumbing/air Conditioning/space Htg,Materials and Supplies,Free Library,General Operating Fund
324,3,2015,25578,"Precision, Photographic and Artists",Materials and Supplies,Free Library,General Operating Fund
325,3,2015,31006,Printing,Materials and Supplies,Free Library,General Operating Fund
326,3,2015,5616,Recreational and Educational,Materials and Supplies,Free Library,General Operating Fund
401,4,2015,1329,Agricultural and Botanical,Equipment,Free Library,General Operating Fund
403,4,2015,1960,"Bakeshop, Dining Room and Kitchen",Equipment,Free Library,General Operating Fund
427,4,2015,27143,Computer Equipment & Peripherals,Equipment,Free Library,General Operating Fund
430,4,2015,26431,Furniture and Furnishings,Equipment,Free Library,General Operating Fund
100,1,2015,97839,Salary Control,Personal Services,Commission on Human Relations,General Operating Fund
101,1,2015,1904380,Perm Full Time-civilian,Personal Services,Commission on Human Relations,General Operating Fund
131,1,2015,50000,Board,Personal Services,Commission on Human Relations,General Operating Fund
202,2,2015,750,Janitorial Services,Purchase of Services,Commission on Human Relations,General Operating Fund
209,2,2015,1820,Telephone,Purchase of Services,Commission on Human Relations,General Operating Fund
210,2,2015,50,Postage,Purchase of Services,Commission on Human Relations,General Operating Fund
211,2,2015,2930,Transportation,Purchase of Services,Commission on Human Relations,General Operating Fund
230,2,2015,500,Meals-non-travel & Officl Entertain,Purchase of Services,Commission on Human Relations,General Operating Fund
250,2,2015,3500,Professional Consult/spec Services,Purchase of Services,Commission on Human Relations,General Operating Fund
255,2,2015,1000,Dues,Purchase of Services,Commission on Human Relations,General Operating Fund
256,2,2015,5107,Seminar and Training Sessions,Purchase of Services,Commission on Human Relations,General Operating Fund
258,2,2015,14000,Court Reporters,Purchase of Services,Commission on Human Relations,General Operating Fund
260,2,2015,5000,Repair and Maintenance Charges,Purchase of Services,Commission on Human Relations,General Operating Fund
304,3,2015,1000,Books and Other Publications,Materials and Supplies,Commission on Human Relations,General Operating Fund
320,3,2015,10731,Office Materials and Supplies,Materials and Supplies,Commission on Human Relations,General Operating Fund
325,3,2015,1000,Printing,Materials and Supplies,Commission on Human Relations,General Operating Fund
420,4,2015,300,Office Equipment,Equipment,Commission on Human Relations,General Operating Fund
101,1,2015,91704,Perm Full Time-civilian,Personal Services,Civil Service Commission,General Operating Fund
131,1,2015,51837,Board,Personal Services,Civil Service Commission,General Operating Fund
250,2,2015,29500,Professional Consult/spec Services,Purchase of Services,Civil Service Commission,General Operating Fund
320,3,2015,375,Office Materials and Supplies,Materials and Supplies,Civil Service Commission,General Operating Fund
325,3,2015,125,Printing,Materials and Supplies,Civil Service Commission,General Operating Fund
427,4,2015,594,Computer Equipment & Peripherals,Equipment,Civil Service Commission,General Operating Fund
999,9,2015,52837133,Standby Authorizations,Advances & Other Misc Payments,Civil Service Commission,General Operating Fund
101,1,2015,4985299,Perm Full Time-civilian,Personal Services,Personnel,General Operating Fund
121,1,2015,110000,Temporary Seasonal,Personal Services,Personnel,General Operating Fund
161,1,2015,50000,Overtime Civilian,Personal Services,Personnel,General Operating Fund
230,2,2015,5000,Meals-non-travel & Officl Entertain,Purchase of Services,Personnel,General Operating Fund
240,2,2015,13000,Advertising/promotional Activities,Purchase of Services,Personnel,General Operating Fund
250,2,2015,570275,Professional Consult/spec Services,Purchase of Services,Personnel,General Operating Fund
255,2,2015,22860,Dues,Purchase of Services,Personnel,General Operating Fund
256,2,2015,30500,Seminar and Training Sessions,Purchase of Services,Personnel,General Operating Fund
260,2,2015,15700,Repair and Maintenance Charges,Purchase of Services,Personnel,General Operating Fund
285,2,2015,43330,Rents,Purchase of Services,Personnel,General Operating Fund
299,2,2015,605,Other Expenses (not Othrwse Clssfd),Purchase of Services,Personnel,General Operating Fund
304,3,2015,14352,Books and Other Publications,Materials and Supplies,Personnel,General Operating Fund
307,3,2015,500,Chemicals and Gases,Materials and Supplies,Personnel,General Operating Fund
317,3,2015,18500,Hospital and Laboratory,Materials and Supplies,Personnel,General Operating Fund
320,3,2015,19600,Office Materials and Supplies,Materials and Supplies,Personnel,General Operating Fund
324,3,2015,5330,"Precision, Photographic and Artists",Materials and Supplies,Personnel,General Operating Fund
325,3,2015,7300,Printing,Materials and Supplies,Personnel,General Operating Fund
101,1,2015,199800,Perm Full Time-civilian,Personal Services,Office of Arts & Culture,General Operating Fund
210,2,2015,334,Postage,Purchase of Services,Office of Arts & Culture,General Operating Fund
230,2,2015,1504,Meals-non-travel & Officl Entertain,Purchase of Services,Office of Arts & Culture,General Operating Fund
250,2,2015,390800,Professional Consult/spec Services,Purchase of Services,Office of Arts & Culture,General Operating Fund
255,2,2015,400,Dues,Purchase of Services,Office of Arts & Culture,General Operating Fund
260,2,2015,762,Repair and Maintenance Charges,Purchase of Services,Office of Arts & Culture,General Operating Fund
320,3,2015,7000,Office Materials and Supplies,Materials and Supplies,Office of Arts & Culture,General Operating Fund
505,5,2015,230688,Contributions-ed & Non-prof Rec Org,"Contributions, Indemnities, Refunds, Taxes",Office of Arts & Culture,General Operating Fund
517,5,2015,3140000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Office of Arts & Culture,General Operating Fund
100,1,2015,35000,Salary Control,Personal Services,Office of Property Assessments,General Operating Fund
101,1,2015,10651578,Perm Full Time-civilian,Personal Services,Office of Property Assessments,General Operating Fund
121,1,2015,20609,Temporary Seasonal,Personal Services,Office of Property Assessments,General Operating Fund
161,1,2015,10000,Overtime Civilian,Personal Services,Office of Property Assessments,General Operating Fund
205,2,2015,5000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Office of Property Assessments,General Operating Fund
210,2,2015,326000,Postage,Purchase of Services,Office of Property Assessments,General Operating Fund
211,2,2015,20000,Transportation,Purchase of Services,Office of Property Assessments,General Operating Fund
240,2,2015,500,Advertising/promotional Activities,Purchase of Services,Office of Property Assessments,General Operating Fund
250,2,2015,2267890,Professional Consult/spec Services,Purchase of Services,Office of Property Assessments,General Operating Fund
251,2,2015,15000,Information Technology-prof Service,Purchase of Services,Office of Property Assessments,General Operating Fund
255,2,2015,45000,Dues,Purchase of Services,Office of Property Assessments,General Operating Fund
256,2,2015,50000,Seminar and Training Sessions,Purchase of Services,Office of Property Assessments,General Operating Fund
258,2,2015,10000,Court Reporters,Purchase of Services,Office of Property Assessments,General Operating Fund
260,2,2015,25000,Repair and Maintenance Charges,Purchase of Services,Office of Property Assessments,General Operating Fund
284,2,2015,10000,Ground and Building Rental,Purchase of Services,Office of Property Assessments,General Operating Fund
304,3,2015,16000,Books and Other Publications,Materials and Supplies,Office of Property Assessments,General Operating Fund
313,3,2015,100,Food,Materials and Supplies,Office of Property Assessments,General Operating Fund
316,3,2015,100,General Hardware and Minor Tools,Materials and Supplies,Office of Property Assessments,General Operating Fund
320,3,2015,53000,Office Materials and Supplies,Materials and Supplies,Office of Property Assessments,General Operating Fund
324,3,2015,66068,"Precision, Photographic and Artists",Materials and Supplies,Office of Property Assessments,General Operating Fund
325,3,2015,631332,Printing,Materials and Supplies,Office of Property Assessments,General Operating Fund
420,4,2015,28000,Office Equipment,Equipment,Office of Property Assessments,General Operating Fund
100,1,2015,50518,Salary Control,Personal Services,City Controller,General Operating Fund
101,1,2015,7399209,Perm Full Time-civilian,Personal Services,City Controller,General Operating Fund
111,1,2015,24960,Perm Part Time,Personal Services,City Controller,General Operating Fund
121,1,2015,25000,Temporary Seasonal,Personal Services,City Controller,General Operating Fund
161,1,2015,50000,Overtime Civilian,Personal Services,City Controller,General Operating Fund
210,2,2015,500,Postage,Purchase of Services,City Controller,General Operating Fund
211,2,2015,1600,Transportation,Purchase of Services,City Controller,General Operating Fund
215,2,2015,206,Licenses Permits Inspection Charges,Purchase of Services,City Controller,General Operating Fund
230,2,2015,1050,Meals-non-travel & Officl Entertain,Purchase of Services,City Controller,General Operating Fund
250,2,2015,136000,Professional Consult/spec Services,Purchase of Services,City Controller,General Operating Fund
251,2,2015,10094,Information Technology-prof Service,Purchase of Services,City Controller,General Operating Fund
252,2,2015,295000,Accounting and Auditing Services,Purchase of Services,City Controller,General Operating Fund
255,2,2015,7000,Dues,Purchase of Services,City Controller,General Operating Fund
256,2,2015,33000,Seminar and Training Sessions,Purchase of Services,City Controller,General Operating Fund
266,2,2015,13000,Maint/support-computr Hardware/soft,Purchase of Services,City Controller,General Operating Fund
320,3,2015,15000,Office Materials and Supplies,Materials and Supplies,City Controller,General Operating Fund
420,4,2015,10000,Office Equipment,Equipment,City Controller,General Operating Fund
101,1,2015,769780,Perm Full Time-civilian,Personal Services,Board of Revision of Taxes,General Operating Fund
121,1,2015,26880,Temporary Seasonal,Personal Services,Board of Revision of Taxes,General Operating Fund
258,2,2015,11860,Court Reporters,Purchase of Services,Board of Revision of Taxes,General Operating Fund
260,2,2015,3300,Repair and Maintenance Charges,Purchase of Services,Board of Revision of Taxes,General Operating Fund
286,2,2015,5040,Rental of Parking Spaces,Purchase of Services,Board of Revision of Taxes,General Operating Fund
304,3,2015,1000,Books and Other Publications,Materials and Supplies,Board of Revision of Taxes,General Operating Fund
320,3,2015,5727,Office Materials and Supplies,Materials and Supplies,Board of Revision of Taxes,General Operating Fund
324,3,2015,1000,"Precision, Photographic and Artists",Materials and Supplies,Board of Revision of Taxes,General Operating Fund
325,3,2015,1000,Printing,Materials and Supplies,Board of Revision of Taxes,General Operating Fund
420,4,2015,5000,Office Equipment,Equipment,Board of Revision of Taxes,General Operating Fund
427,4,2015,1000,Computer Equipment & Peripherals,Equipment,Board of Revision of Taxes,General Operating Fund
430,4,2015,1000,Furniture and Furnishings,Equipment,Board of Revision of Taxes,General Operating Fund
100,1,2015,20000,Salary Control,Personal Services,Register of Wills,General Operating Fund
101,1,2015,3050080,Perm Full Time-civilian,Personal Services,Register of Wills,General Operating Fund
111,1,2015,109065,Perm Part Time,Personal Services,Register of Wills,General Operating Fund
121,1,2015,45500,Temporary Seasonal,Personal Services,Register of Wills,General Operating Fund
209,2,2015,450,Telephone,Purchase of Services,Register of Wills,General Operating Fund
210,2,2015,15300,Postage,Purchase of Services,Register of Wills,General Operating Fund
211,2,2015,1800,Transportation,Purchase of Services,Register of Wills,General Operating Fund
251,2,2015,2558,Information Technology-prof Service,Purchase of Services,Register of Wills,General Operating Fund
260,2,2015,50369,Repair and Maintenance Charges,Purchase of Services,Register of Wills,General Operating Fund
285,2,2015,5009,Rents,Purchase of Services,Register of Wills,General Operating Fund
320,3,2015,18000,Office Materials and Supplies,Materials and Supplies,Register of Wills,General Operating Fund
325,3,2015,5850,Printing,Materials and Supplies,Register of Wills,General Operating Fund
420,4,2015,900,Office Equipment,Equipment,Register of Wills,General Operating Fund
427,4,2015,8460,Computer Equipment & Peripherals,Equipment,Register of Wills,General Operating Fund
100,1,2015,1140299,Salary Control,Personal Services,District Attorney,General Operating Fund
101,1,2015,26743031,Perm Full Time-civilian,Personal Services,District Attorney,General Operating Fund
105,1,2015,3317824,Perm Full Time-uniform,Personal Services,District Attorney,General Operating Fund
110,1,2015,60600,Uniform Stress Pay,Personal Services,District Attorney,General Operating Fund
111,1,2015,210000,Perm Part Time,Personal Services,District Attorney,General Operating Fund
121,1,2015,30000,Temporary Seasonal,Personal Services,District Attorney,General Operating Fund
161,1,2015,57714,Overtime Civilian,Personal Services,District Attorney,General Operating Fund
165,1,2015,149722,Overtime Shift Uniform,Personal Services,District Attorney,General Operating Fund
171,1,2015,2500,"Holiday ""g""(2/3 Shifts)",Personal Services,District Attorney,General Operating Fund
175,1,2015,50000,Holiday Pay-annual,Personal Services,District Attorney,General Operating Fund
181,1,2015,800,Shift,Personal Services,District Attorney,General Operating Fund
210,2,2015,110000,Postage,Purchase of Services,District Attorney,General Operating Fund
211,2,2015,30393,Transportation,Purchase of Services,District Attorney,General Operating Fund
216,2,2015,36343,Commercial Off-shelf Comp Software,Purchase of Services,District Attorney,General Operating Fund
250,2,2015,1295754,Professional Consult/spec Services,Purchase of Services,District Attorney,General Operating Fund
255,2,2015,5063,Dues,Purchase of Services,District Attorney,General Operating Fund
256,2,2015,10000,Seminar and Training Sessions,Purchase of Services,District Attorney,General Operating Fund
260,2,2015,73195,Repair and Maintenance Charges,Purchase of Services,District Attorney,General Operating Fund
266,2,2015,60000,Maint/support-computr Hardware/soft,Purchase of Services,District Attorney,General Operating Fund
285,2,2015,27500,Rents,Purchase of Services,District Attorney,General Operating Fund
299,2,2015,167924,Other Expenses (not Othrwse Clssfd),Purchase of Services,District Attorney,General Operating Fund
304,3,2015,101569,Books and Other Publications,Materials and Supplies,District Attorney,General Operating Fund
308,3,2015,33160,Dry Goods/notions/wearing Apparel,Materials and Supplies,District Attorney,General Operating Fund
310,3,2015,1200,Electrical and Communication,Materials and Supplies,District Attorney,General Operating Fund
316,3,2015,518,General Hardware and Minor Tools,Materials and Supplies,District Attorney,General Operating Fund
318,3,2015,160,"Janitorial, Laundry and Household",Materials and Supplies,District Attorney,General Operating Fund
320,3,2015,189504,Office Materials and Supplies,Materials and Supplies,District Attorney,General Operating Fund
324,3,2015,15000,"Precision, Photographic and Artists",Materials and Supplies,District Attorney,General Operating Fund
325,3,2015,49594,Printing,Materials and Supplies,District Attorney,General Operating Fund
399,3,2015,1500,Other Materials and Supplies (noc),Materials and Supplies,District Attorney,General Operating Fund
420,4,2015,35667,Office Equipment,Equipment,District Attorney,General Operating Fund
424,4,2015,6300,"Precision, Photographic and Artist",Equipment,District Attorney,General Operating Fund
427,4,2015,44786,Computer Equipment & Peripherals,Equipment,District Attorney,General Operating Fund
430,4,2015,24663,Furniture and Furnishings,Equipment,District Attorney,General Operating Fund
100,1,2015,45000,Salary Control,Personal Services,Sheriff,General Operating Fund
101,1,2015,14582227,Perm Full Time-civilian,Personal Services,Sheriff,General Operating Fund
121,1,2015,50000,Temporary Seasonal,Personal Services,Sheriff,General Operating Fund
161,1,2015,2276185,Overtime Civilian,Personal Services,Sheriff,General Operating Fund
171,1,2015,50000,"Holiday ""g""(2/3 Shifts)",Personal Services,Sheriff,General Operating Fund
201,2,2015,137500,Cleaning and Laundering,Purchase of Services,Sheriff,General Operating Fund
209,2,2015,40000,Telephone,Purchase of Services,Sheriff,General Operating Fund
211,2,2015,160000,Transportation,Purchase of Services,Sheriff,General Operating Fund
250,2,2015,720,Professional Consult/spec Services,Purchase of Services,Sheriff,General Operating Fund
251,2,2015,250000,Information Technology-prof Service,Purchase of Services,Sheriff,General Operating Fund
252,2,2015,288800,Accounting and Auditing Services,Purchase of Services,Sheriff,General Operating Fund
256,2,2015,42067,Seminar and Training Sessions,Purchase of Services,Sheriff,General Operating Fund
258,2,2015,1666,Court Reporters,Purchase of Services,Sheriff,General Operating Fund
260,2,2015,13000,Repair and Maintenance Charges,Purchase of Services,Sheriff,General Operating Fund
266,2,2015,35000,Maint/support-computr Hardware/soft,Purchase of Services,Sheriff,General Operating Fund
285,2,2015,18834,Rents,Purchase of Services,Sheriff,General Operating Fund
299,2,2015,3000,Other Expenses (not Othrwse Clssfd),Purchase of Services,Sheriff,General Operating Fund
304,3,2015,2000,Books and Other Publications,Materials and Supplies,Sheriff,General Operating Fund
305,3,2015,2000,Building and Construction,Materials and Supplies,Sheriff,General Operating Fund
308,3,2015,138405,Dry Goods/notions/wearing Apparel,Materials and Supplies,Sheriff,General Operating Fund
310,3,2015,4000,Electrical and Communication,Materials and Supplies,Sheriff,General Operating Fund
312,3,2015,38270,Fire Fighting and Safety,Materials and Supplies,Sheriff,General Operating Fund
313,3,2015,150000,Food,Materials and Supplies,Sheriff,General Operating Fund
320,3,2015,22000,Office Materials and Supplies,Materials and Supplies,Sheriff,General Operating Fund
324,3,2015,10000,"Precision, Photographic and Artists",Materials and Supplies,Sheriff,General Operating Fund
325,3,2015,1500,Printing,Materials and Supplies,Sheriff,General Operating Fund
345,3,2015,55000,Gasoline,Materials and Supplies,Sheriff,General Operating Fund
399,3,2015,10062,Other Materials and Supplies (noc),Materials and Supplies,Sheriff,General Operating Fund
412,4,2015,13410,Fire Fighting and Emergency,Equipment,Sheriff,General Operating Fund
420,4,2015,3000,Office Equipment,Equipment,Sheriff,General Operating Fund
427,4,2015,8000,Computer Equipment & Peripherals,Equipment,Sheriff,General Operating Fund
430,4,2015,13000,Furniture and Furnishings,Equipment,Sheriff,General Operating Fund
499,4,2015,1000,Other Equipment (noc),Equipment,Sheriff,General Operating Fund
101,1,2015,3965199,Perm Full Time-civilian,Personal Services,City Commissioners,General Operating Fund
121,1,2015,560000,Temporary Seasonal,Personal Services,City Commissioners,General Operating Fund
161,1,2015,829805,Overtime Civilian,Personal Services,City Commissioners,General Operating Fund
171,1,2015,29620,"Holiday ""g""(2/3 Shifts)",Personal Services,City Commissioners,General Operating Fund
181,1,2015,2803,Shift,Personal Services,City Commissioners,General Operating Fund
209,2,2015,50040,Telephone,Purchase of Services,City Commissioners,General Operating Fund
210,2,2015,231706,Postage,Purchase of Services,City Commissioners,General Operating Fund
211,2,2015,303200,Transportation,Purchase of Services,City Commissioners,General Operating Fund
210,2,2015,1000,Postage,Purchase of Services,Fleet Management,Water Operating Fund
216,2,2015,100,Commercial Off-shelf Comp Software,Purchase of Services,City Commissioners,General Operating Fund
250,2,2015,1444651,Professional Consult/spec Services,Purchase of Services,City Commissioners,General Operating Fund
251,2,2015,733036,Information Technology-prof Service,Purchase of Services,City Commissioners,General Operating Fund
255,2,2015,400,Dues,Purchase of Services,City Commissioners,General Operating Fund
256,2,2015,200,Seminar and Training Sessions,Purchase of Services,City Commissioners,General Operating Fund
258,2,2015,14000,Court Reporters,Purchase of Services,City Commissioners,General Operating Fund
260,2,2015,503478,Repair and Maintenance Charges,Purchase of Services,City Commissioners,General Operating Fund
266,2,2015,30500,Maint/support-computr Hardware/soft,Purchase of Services,City Commissioners,General Operating Fund
285,2,2015,179459,Rents,Purchase of Services,City Commissioners,General Operating Fund
305,3,2015,1120,Building and Construction,Materials and Supplies,City Commissioners,General Operating Fund
310,3,2015,1211,Electrical and Communication,Materials and Supplies,City Commissioners,General Operating Fund
316,3,2015,100,General Hardware and Minor Tools,Materials and Supplies,City Commissioners,General Operating Fund
320,3,2015,80732,Office Materials and Supplies,Materials and Supplies,City Commissioners,General Operating Fund
324,3,2015,21634,"Precision, Photographic and Artists",Materials and Supplies,City Commissioners,General Operating Fund
325,3,2015,363467,Printing,Materials and Supplies,City Commissioners,General Operating Fund
399,3,2015,5355,Other Materials and Supplies (noc),Materials and Supplies,City Commissioners,General Operating Fund
420,4,2015,31548,Office Equipment,Equipment,City Commissioners,General Operating Fund
427,4,2015,9700,Computer Equipment & Peripherals,Equipment,City Commissioners,General Operating Fund
430,4,2015,25750,Furniture and Furnishings,Equipment,City Commissioners,General Operating Fund
499,4,2015,1000,Other Equipment (noc),Equipment,City Commissioners,General Operating Fund
100,1,2015,939000,Salary Control,Personal Services,1st Judicial District,General Operating Fund
101,1,2015,89943681,Perm Full Time-civilian,Personal Services,1st Judicial District,General Operating Fund
121,1,2015,2220000,Temporary Seasonal,Personal Services,1st Judicial District,General Operating Fund
161,1,2015,100000,Overtime Civilian,Personal Services,1st Judicial District,General Operating Fund
259,2,2015,755140,Arbitration Fees,Purchase of Services,1st Judicial District,General Operating Fund
275,2,2015,1542471,Juror Fees,Purchase of Services,1st Judicial District,General Operating Fund
299,2,2015,8358963,Other Expenses (not Othrwse Clssfd),Purchase of Services,1st Judicial District,General Operating Fund
399,3,2015,1870944,Other Materials and Supplies (noc),Materials and Supplies,1st Judicial District,General Operating Fund
499,4,2015,520924,Other Equipment (noc),Equipment,1st Judicial District,General Operating Fund
100,1,2015,37786,Salary Control,Personal Services,Office of Innovation & Technology,Water Operating Fund
101,1,2015,5651055,Perm Full Time-civilian,Personal Services,Office of Innovation & Technology,Water Operating Fund
161,1,2015,50000,Overtime Civilian,Personal Services,Office of Innovation & Technology,Water Operating Fund
171,1,2015,2000,"Holiday ""g""(2/3 Shifts)",Personal Services,Office of Innovation & Technology,Water Operating Fund
181,1,2015,954,Shift,Personal Services,Office of Innovation & Technology,Water Operating Fund
209,2,2015,1498670,Telephone,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
216,2,2015,1870904,Commercial Off-shelf Comp Software,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
251,2,2015,6988215,Information Technology-prof Service,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
255,2,2015,4078,Dues,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
260,2,2015,9564,Repair and Maintenance Charges,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
266,2,2015,858274,Maint/support-computr Hardware/soft,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
282,2,2015,292375,Rent/lease-purchase Computer Equip,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
285,2,2015,29138,Rents,Purchase of Services,Office of Innovation & Technology,Water Operating Fund
320,3,2015,47000,Office Materials and Supplies,Materials and Supplies,Office of Innovation & Technology,Water Operating Fund
325,3,2015,169200,Printing,Materials and Supplies,Office of Innovation & Technology,Water Operating Fund
427,4,2015,1601450,Computer Equipment & Peripherals,Equipment,Office of Innovation & Technology,Water Operating Fund
284,2,2015,3959919,Ground and Building Rental,Purchase of Services,Public Property,Water Operating Fund
100,1,2015,12768,Salary Control,Personal Services,Fleet Management,Water Operating Fund
101,1,2015,2158245,Perm Full Time-civilian,Personal Services,Fleet Management,Water Operating Fund
121,1,2015,29952,Temporary Seasonal,Personal Services,Fleet Management,Water Operating Fund
161,1,2015,524336,Overtime Civilian,Personal Services,Fleet Management,Water Operating Fund
171,1,2015,11045,"Holiday ""g""(2/3 Shifts)",Personal Services,Fleet Management,Water Operating Fund
201,2,2015,6000,Cleaning and Laundering,Purchase of Services,Fleet Management,Water Operating Fund
202,2,2015,56000,Janitorial Services,Purchase of Services,Fleet Management,Water Operating Fund
211,2,2015,1000,Transportation,Purchase of Services,Fleet Management,Water Operating Fund
215,2,2015,10000,Licenses Permits Inspection Charges,Purchase of Services,Fleet Management,Water Operating Fund
250,2,2015,30000,Professional Consult/spec Services,Purchase of Services,Fleet Management,Water Operating Fund
251,2,2015,140000,Information Technology-prof Service,Purchase of Services,Fleet Management,Water Operating Fund
255,2,2015,500,Dues,Purchase of Services,Fleet Management,Water Operating Fund
256,2,2015,3000,Seminar and Training Sessions,Purchase of Services,Fleet Management,Water Operating Fund
260,2,2015,1099500,Repair and Maintenance Charges,Purchase of Services,Fleet Management,Water Operating Fund
280,2,2015,8000,Insurance and Official Bonds,Purchase of Services,Fleet Management,Water Operating Fund
285,2,2015,10000,Rents,Purchase of Services,Fleet Management,Water Operating Fund
286,2,2015,124000,Rental of Parking Spaces,Purchase of Services,Fleet Management,Water Operating Fund
304,3,2015,3000,Books and Other Publications,Materials and Supplies,Fleet Management,Water Operating Fund
305,3,2015,40000,Building and Construction,Materials and Supplies,Fleet Management,Water Operating Fund
307,3,2015,24000,Chemicals and Gases,Materials and Supplies,Fleet Management,Water Operating Fund
308,3,2015,7500,Dry Goods/notions/wearing Apparel,Materials and Supplies,Fleet Management,Water Operating Fund
310,3,2015,4000,Electrical and Communication,Materials and Supplies,Fleet Management,Water Operating Fund
311,3,2015,5000,General Equipment and Machinery,Materials and Supplies,Fleet Management,Water Operating Fund
312,3,2015,10000,Fire Fighting and Safety,Materials and Supplies,Fleet Management,Water Operating Fund
313,3,2015,500,Food,Materials and Supplies,Fleet Management,Water Operating Fund
316,3,2015,8000,General Hardware and Minor Tools,Materials and Supplies,Fleet Management,Water Operating Fund
317,3,2015,2000,Hospital and Laboratory,Materials and Supplies,Fleet Management,Water Operating Fund
318,3,2015,3000,"Janitorial, Laundry and Household",Materials and Supplies,Fleet Management,Water Operating Fund
320,3,2015,2000,Office Materials and Supplies,Materials and Supplies,Fleet Management,Water Operating Fund
322,3,2015,33690,Small Power Tools and Hand Tools,Materials and Supplies,Fleet Management,Water Operating Fund
324,3,2015,500,"Precision, Photographic and Artists",Materials and Supplies,Fleet Management,Water Operating Fund
325,3,2015,2000,Printing,Materials and Supplies,Fleet Management,Water Operating Fund
328,3,2015,1695850,Motor Vehicle Parts and Accessories,Materials and Supplies,Fleet Management,Water Operating Fund
335,3,2015,108000,Lubricants,Materials and Supplies,Fleet Management,Water Operating Fund
340,3,2015,1152000,#2 Diesel Fuel,Materials and Supplies,Fleet Management,Water Operating Fund
345,3,2015,1113600,Gasoline,Materials and Supplies,Fleet Management,Water Operating Fund
405,4,2015,12500,"Construction, Dredging, Conveying",Equipment,Fleet Management,Water Operating Fund
411,4,2015,30000,General Equipment and Machinery,Equipment,Fleet Management,Water Operating Fund
420,4,2015,8000,Office Equipment,Equipment,Fleet Management,Water Operating Fund
423,4,2015,3000,Plumbing/air Conditioning/space Htg,Equipment,Fleet Management,Water Operating Fund
430,4,2015,6500,Furniture and Furnishings,Equipment,Fleet Management,Water Operating Fund
100,1,2015,1296500,Salary Control,Personal Services,Water,Water Operating Fund
101,1,2015,78367863,Perm Full Time-civilian,Personal Services,Water,Water Operating Fund
121,1,2015,1529000,Temporary Seasonal,Personal Services,Water,Water Operating Fund
161,1,2015,12871100,Overtime Civilian,Personal Services,Water,Water Operating Fund
162,1,2015,25800,Overtime Shift Dual Relief,Personal Services,Water,Water Operating Fund
171,1,2015,528100,"Holiday ""g""(2/3 Shifts)",Personal Services,Water,Water Operating Fund
201,2,2015,61900,Cleaning and Laundering,Purchase of Services,Water,Water Operating Fund
202,2,2015,106400,Janitorial Services,Purchase of Services,Water,Water Operating Fund
161,1,2015,500,Overtime Civilian,Personal Services,Law,Airport Operating Fund
205,2,2015,3279900,Refuse/garbage/silt/sludge Removal,Purchase of Services,Water,Water Operating Fund
210,2,2015,222000,Postage,Purchase of Services,Water,Water Operating Fund
211,2,2015,132900,Transportation,Purchase of Services,Water,Water Operating Fund
215,2,2015,178500,Licenses Permits Inspection Charges,Purchase of Services,Water,Water Operating Fund
216,2,2015,250000,Commercial Off-shelf Comp Software,Purchase of Services,Water,Water Operating Fund
220,2,2015,27714000,Electric Current-structures/streets,Purchase of Services,Water,Water Operating Fund
221,2,2015,6689000,Gas Services,Purchase of Services,Water,Water Operating Fund
230,2,2015,7500,Meals-non-travel & Officl Entertain,Purchase of Services,Water,Water Operating Fund
240,2,2015,303000,Advertising/promotional Activities,Purchase of Services,Water,Water Operating Fund
250,2,2015,50876800,Professional Consult/spec Services,Purchase of Services,Water,Water Operating Fund
251,2,2015,200000,Information Technology-prof Service,Purchase of Services,Water,Water Operating Fund
253,2,2015,480000,Legal Services,Purchase of Services,Water,Water Operating Fund
